小規劃統計區－大合併組,小規劃統計區－大合併組（英文名稱),小規劃統計區－大合併組（中文名稱),總人口,男性,女性,性別比率（即男性數目與每千名女性相對的比率）,15歲以下,15至24歲,25至44歲,45至64歲,65歲及以上,男女合計,男性.1,女性.1,香港,中國內地／澳門／台灣,其他地方,華人,菲律賓人,印尼人,白人,其他(1),從未結婚,已婚,喪偶,離婚,分居,從未結婚.1,已婚.1,喪偶.1,離婚.1,分居.1,廣州話,普通話,其他中國方言,英語,其他語言,能閱讀中文的5歲及以上人口比例,能閱讀英文的5歲及以上人口比例,能書寫中文的5歲及以上人口比例,能書寫英文的5歲及以上人口比例,未受教育／學前教育,小學,初中,高中,專上教育：文憑／證書,專上教育：副學位課程,專上教育：學位課程,同區就讀(3),跨區就讀（上課地點為香港島）,跨區就讀（上課地點為九龍）,跨區就讀（上課地點為新市鎮）,跨區就讀（上課地點為新界其他地區）,勞動人口,男性.2,女性.2,男女合計.1,男性.3,女性.3,工作人口,僱員（包括外發工）,僱主,自營作業者,無酬家庭從業員,非工作人口,料理家務者,學生,退休人士,無酬照顧者(6),其他,同區工作(7),跨區工作（工作地點為香港島）,跨區工作（工作地點為九龍）,跨區工作（工作地點為新市鎮）,跨區工作（工作地點為新界其他地區）,無固定地點／水上,於家中工作,香港以外地方工作,"少於 6,000","6,000 - 9,999","10,000 - 19,999","20,000 - 29,999","30,000 - 39,999","40,000 - 59,999","60,000 及以上",男女合計.2,男性.4,女性.4,"少於 6,000.1","6,000 - 9,999.1","10,000 - 19,999.1","20,000 - 29,999.1","30,000 - 39,999.1","40,000 - 59,999.1","60,000 及以上.1",男女合計.3,男性.5,女性.5,經理,專業人員,輔助專業人員,文書支援人員,服務及銷售人員,工藝及有關人員,機台及機器操作員及裝配員,非技術工人,漁農業熟練工人及不能分類的職業,製造業,建造業,進出口、批發及零售業,運輸、倉庫、郵政及速遞服務業,住宿及膳食服務業,資訊及通訊業,金融及保險業,地產、專業及商用服務業,公共行政、教育、人類醫療保健及社工活動,雜項社會及個人服務,其他(10),少於 18,18-34,35-44,45-54,55-64,65 及以上,家庭住戶數目,1,2,3,4,5,6 及以上,家庭住戶平均人數,由夫婦所組成(11),由夫婦及未婚子女所組成(12),由父或母親及未婚子女所組成(13),由夫婦及其中至少一個父或母親所組成(14),由夫婦、其中至少一個父或母親及其未婚子女所組成(15),由其他親屬關係組合所組成(16),單人住戶(17),非親屬關係住戶(18),"少於 6,000.2","6,000 - 9,999.2","10,000 - 19,999.2","20,000 - 29,999.2","30,000 - 39,999.2","40,000 - 59,999.2","60,000 及以上.2",家庭住戶每月收入（港元）中位數,"少於 6,000.3","6,000 - 9,999.3","10,000 - 19,999.3","20,000 - 29,999.3","30,000 - 39,999.3","40,000 - 59,999.3","60,000 及以上.3",從事經濟活動的家庭住戶(19)每月收入中位數（港元）,公營租住房屋,資助自置居所房屋,私人永久性房屋,非住宅用房屋,臨時房屋,公營租住房屋.1,資助自置居所房屋.1,私人永久性房屋.1,非住宅用房屋.1,臨時房屋.1,公營租住房屋.2,資助自置居所房屋.2,私人永久性房屋.2,非住宅用房屋.2,臨時房屋.2,1.1,2.1,3.1,4.1,5.1,6及以上,沒有自用廳房,自置，有按揭供款或借貸還款,自置，沒有按揭供款及借貸還款,全租,合租／二房東／三房客,免交租金,由僱主提供,由非住戶成員支付,"1 - 3,999","4,000 - 5,999","6,000 - 7,999","8,000 - 9,999","10,000 - 19,999.4","20,000 及以上",家庭住戶每月按揭供款及借貸還款（港元）中位數,家庭住戶每月按揭供款及借貸還款與收入比率中位數,"少於 2,000(20)","2,000 - 5,999","6,000 - 9,999.4","10,000 及以上",家庭住戶每月租金（港元）中位數,家庭住戶每月租金與收入比率中位數,家庭住戶的居所樓面面積中位數（平方米）(21),香港島,九龍,新市鎮,新界其他地區／水上,曾在同區遷居,仍居舊址(23),居於香港以外地方
251L,251 - 252 and 256,251 - 252 及 256,19543,8072,11471,704,2971,1189,7190,6047,2146,40.8,42.3,39.9,9888,3988,5667,14068,1955,631,632,2257,1559,4869,98,141,36,2689,6371,341,324,144,11668,1581,214,3389,1789,74.5,90.3,72.7,89.1,168,566,1097,4552,1345,732,8112,672,943,1152,304,40,11620,5266,6354,70.1,78.6,64.4,11280,9010,1373,778,119,8263,1015,3222,2056,448,1522,1727,2956,1000,1229,126,956,2971,315,2698,398,1629,989,722,1183,3542,27000,54810,12000,307,234,1629,989,722,1183,3542,46460,55000,30000,2957,1946,2105,736,638,51,15,2832,-,278,335,2285,416,276,278,2029,1464,1133,2743,43,738,1071,4068,3176,1335,892,6458,1222,1651,1104,1234,915,332,3,1515,2551,404,22,104,372,1222,268,521,141,402,438,298,732,3926,80400,88,32,258,347,244,669,3785,100150,-,-,6310,148,9,-,-,6301,148,9,-,-,19157,377,9,63,384,1244,1376,1790,1592,9,1653,1546,2946,-,218,95,242,48,62,8,-,177,1116,34000,26.3,69,27,73,2872,36000,33.8,85,721,727,919,184,2192,10774,3124
253,253,253,32342,14103,18239,773,3996,2777,8332,11521,5716,46.8,47.2,46.6,19439,10309,2594,29794,1183,812,29,524,3508,7839,338,377,75,4381,9312,1608,868,40,27824,1091,623,1493,376,90.5,73.7,88.5,71.1,876,3793,3949,7816,1646,1278,8988,2306,696,1648,598,48,17481,7956,9525,61.7,65.6,58.8,16366,14691,613,1010,52,15976,1449,5418,5736,694,2679,3095,3265,2834,2022,272,2361,2320,197,2752,840,4263,2625,1738,1638,2458,20000,24000,16000,801,771,4263,2625,1738,1638,2458,22010,24000,20000,2076,2403,3367,2258,2072,800,488,2902,-,428,1315,2444,1304,1012,552,1700,2143,3052,2329,87,999,1457,5490,5576,1751,1093,10668,1814,2427,2796,1992,1063,576,3,1428,3994,1061,199,621,1349,1814,202,896,551,1663,1256,1145,1697,3460,38040,160,147,1290,1117,1076,1635,3405,45920,2733,4081,3802,8,42,2733,4081,3808,4,42,7724,12138,12195,243,42,559,759,3895,2635,1919,859,42,2351,4447,3589,9,230,42,255,173,210,203,126,756,628,15000,19,447,2290,35,868,3740,16.9,49,663,928,868,44,1521,26082,1304
254,254,254,21191,8834,12357,715,3765,1187,8439,5683,2117,39.3,39.4,39.3,12491,5405,3295,18156,1544,619,234,638,1489,5107,104,142,22,2562,6762,514,602,122,14474,2420,98,2429,403,85.3,89.5,83.3,87.7,245,718,1274,3992,1209,729,9259,1322,836,1240,419,38,12615,5350,7265,72.4,77.9,68.8,12237,11076,480,647,34,8954,798,3799,1934,569,1854,2086,3674,1199,1164,342,1054,2430,288,2358,368,1380,852,1207,1936,4102,39000,52000,22400,237,293,1380,852,1207,1936,4102,50000,52000,43000,2396,2966,2516,945,856,124,50,2380,4,329,355,1023,365,272,550,3372,1434,2205,2275,57,529,918,4528,3791,1283,1188,7241,1426,1924,1325,1570,807,189,2.9,1215,2882,606,42,274,396,1426,400,328,94,494,337,273,1015,4700,81040,53,20,297,246,244,999,4598,90040,-,-,7239,5,27,-,-,7214,-,27,-,-,20973,191,27,-,142,2930,1896,1634,636,3,2664,1295,2553,-,221,508,271,81,87,56,44,1009,1116,19000,21.7,37,489,-,2535,21250,23.8,52,590,1078,1420,159,2616,11183,2780
255,255,255,69907,32319,37588,860,8228,7202,22163,22257,10057,42.7,41.4,43.6,40947,24628,4332,65954,1791,794,166,1202,9237,17153,405,989,128,9496,18809,2858,2490,114,59507,2121,2182,2763,986,93,73.3,91,70.6,2061,7098,9834,17385,3505,3343,18453,5536,1113,3364,1382,163,38582,19136,19446,62.6,68.6,57.6,35579,32849,813,1845,72,34328,4142,11552,9970,1338,7326,4540,7563,8719,4893,1278,5033,2969,584,4397,1908,11485,6201,3205,3992,4319,19600,21250,16000,2000,1804,11469,6201,3205,3992,4319,20000,21250,18500,4158,5626,6392,4644,6063,1756,915,5997,28,1123,2783,4971,2452,2912,1744,3990,5354,6411,3643,196,2311,2722,12560,11731,3957,2298,25085,5250,6591,5945,4466,2071,762,2.8,3834,8660,3067,222,952,2437,5250,663,2029,2095,3911,3434,3146,4016,6454,32100,773,538,3133,3223,3084,3928,6416,38650,13328,675,10899,2,209,13328,675,10873,-,209,38841,1855,28865,137,209,2261,4158,10367,5994,1541,555,209,5211,2571,16806,-,420,77,374,98,107,218,298,2903,1213,15000,21.9,2322,10848,239,3474,3370,17.6,43,1973,4503,4668,584,4335,48470,3057
260,260,260,44201,19138,25063,764,4916,2425,13224,12977,10659,46.9,47.1,46.8,30131,8747,5323,39450,2129,1941,156,525,4563,11080,345,459,89,5507,13776,1912,1307,247,38860,450,450,2190,817,89.2,80.7,87,78.2,851,3827,5257,10687,2488,2130,14045,2429,509,2068,833,69,22257,9368,12889,56.7,56.7,56.7,21269,19065,889,1230,85,22932,1834,5895,10220,825,4158,2271,4589,4065,3361,559,1581,4437,406,4490,735,4002,3035,2479,2762,3681,22000,31000,16500,618,570,4002,3035,2479,2762,3681,30000,31000,28780,3292,3705,4740,2397,1893,342,326,4574,-,760,823,3011,1212,637,1102,2173,2921,3977,4556,97,1116,1444,8499,6359,2362,1489,14415,1961,3812,3746,2901,1615,380,3,2793,5482,1050,317,444,1743,1961,625,1412,707,1370,1346,1190,2583,5807,48700,325,110,781,1053,972,2319,5464,59340,-,-,14397,55,3,-,-,14397,15,3,-,-,43013,1185,3,10,355,4759,4281,3663,1344,3,3780,7453,2420,-,530,232,348,41,78,177,244,1880,1012,16000,21.6,128,133,28,2363,20000,30.6,62,571,1417,2640,358,3792,31357,2656
261,261,261,11052,5237,5815,901,1245,565,3839,3280,2123,44.6,47.8,43.6,6254,3519,1279,9677,348,190,93,744,1430,2608,293,295,79,1349,2959,418,329,47,9036,322,414,422,457,87,68.2,83.6,65.4,400,1667,1626,2779,663,439,2233,934,88,220,81,7,6119,3128,2991,62.4,66.5,58.6,5762,5168,191,380,23,5290,505,1354,1591,301,1539,1016,1011,1065,954,199,854,551,112,782,275,2149,960,646,421,506,17310,18700,15000,306,275,2149,960,646,421,506,19000,18700,19000,479,674,1141,568,1076,295,359,1159,11,162,570,913,627,392,208,427,1072,705,669,17,349,583,2044,1778,580,428,4739,1610,1522,796,558,200,53,2.2,935,1112,457,37,59,327,1610,202,661,459,1061,703,343,695,817,22750,166,88,861,699,343,646,810,29940,-,-,4520,207,11,-,-,4522,206,11,-,-,10377,664,11,971,1470,1332,449,284,212,21,760,1514,2209,18,126,112,131,21,74,45,60,296,133,12350,23.6,111,1270,404,554,4800,32.4,24,315,626,625,23,1182,6941,951
262,262,262,34664,16170,18494,874,4695,3200,8552,11266,6951,46.9,46.3,47.3,20308,13206,1150,33274,345,303,11,731,4361,8177,373,706,41,4117,8466,1994,1643,91,30955,570,1449,451,182,93.1,61.9,89.6,58.8,1907,5143,7185,9226,1377,1040,4091,3148,688,1619,787,88,17076,8856,8220,57,64.8,50.4,15498,14392,188,918,-,19166,1949,6218,6282,992,3725,2229,2219,4091,2217,416,3407,722,197,1802,1592,7961,2562,879,396,306,14000,15000,12000,1254,1592,7961,2562,879,396,306,14310,15000,13000,505,801,2254,2656,4054,1119,976,3120,13,425,2041,2464,1327,1527,363,584,2911,2463,1237,156,1146,1649,4317,5840,1771,775,12843,2834,3476,3361,1901,937,334,2.7,1707,4106,2107,171,440,1400,2834,78,1281,1602,3957,2187,1659,1395,762,18880,411,556,3175,2146,1635,1387,746,23660,7700,4626,494,53,23,7700,4626,494,-,23,20917,12017,1384,323,23,2548,3089,4862,1954,285,82,23,756,4040,7870,-,152,25,40,335,52,41,20,208,60,4500,15.5,2066,5746,40,43,2820,13.3,30,2303,6540,2793,791,4563,15684,966
263,263,263,54891,24879,30012,829,5258,4643,13751,17951,13288,50.2,49.6,50.4,28671,23960,2260,52749,572,504,2,1064,8074,11897,701,1562,77,7437,12968,4370,2438,109,49409,522,2502,766,493,92.1,58.6,88.9,55.4,2976,10921,10443,14467,2182,2281,6363,4452,473,1910,816,135,26927,13507,13420,54.3,60.5,49.1,24506,22367,401,1709,29,30385,2965,7566,11644,1330,6880,3729,3843,5915,3280,992,5143,1272,332,3033,2332,12222,4512,1210,671,497,15000,16000,13000,2084,2321,12222,4512,1210,671,497,15000,16000,13500,920,1370,3461,3393,6952,1746,1286,5331,47,556,2615,3958,2219,3172,606,769,4515,4065,1913,118,2012,2499,7009,8547,2812,1627,21111,5662,5745,4700,3356,1257,391,2.5,2690,5350,3473,262,743,2762,5662,169,2413,3644,5506,3693,2364,2056,1435,17290,561,1130,4323,3603,2364,2056,1395,23930,18495,-,2681,109,9,18418,-,2676,8,9,46489,-,7294,1099,9,5625,6385,6680,1693,378,341,9,524,761,19698,-,44,84,111,-,33,13,23,123,221,20000,21,7972,11537,108,165,2100,13.6,30,1116,2942,1359,284,2300,44438,1401
264,264,264,71231,32833,38398,855,8035,5086,19809,21952,16349,47.6,47,48,39952,27666,3613,67199,701,998,104,2229,9195,16107,962,2110,284,8905,17486,4938,2927,282,62970,920,2402,1152,1210,91.9,62.8,88.5,58.7,4164,11029,12627,18897,3088,3123,10268,6047,621,2584,1013,141,35686,18245,17441,56.5,63.7,50.5,33145,30477,540,2058,70,38086,3371,10043,14204,1880,8588,5391,5454,7270,5036,1188,6466,1959,381,3927,2736,13508,6559,2754,2233,1358,16000,18500,14000,2392,2713,13508,6559,2754,2233,1358,17000,18500,15000,2009,2743,6132,4759,7515,2441,1442,6027,77,761,3704,5525,3163,3410,1063,1922,5549,4984,2869,195,2654,2932,10666,11732,3114,2047,28724,8300,8347,6367,3947,1276,487,2.4,4152,7345,4061,380,816,3086,8300,584,3773,3852,6627,4546,3310,3774,2842,20040,892,1147,5298,4328,3275,3752,2831,27410,12270,3430,12768,299,74,12267,3430,12686,267,74,30613,8846,30617,1002,153,5738,7153,12076,2819,708,205,25,4885,5011,18144,6,568,110,583,226,379,570,690,2151,286,10660,24,3602,11451,1518,1689,3250,21.6,31,1847,5628,6081,449,6403,44730,3709
265,265,265,20237,9020,11217,804,2010,1320,4548,6311,6048,53.3,54.5,52.9,11664,7711,862,19184,170,220,8,655,2533,4644,424,479,49,2615,4969,1711,719,84,18019,277,670,182,378,89.9,58.5,86.2,55.2,1457,4066,3714,4917,995,563,2515,1523,136,342,299,37,9533,4710,4823,52.3,57.9,47.8,8613,7744,136,726,7,11624,803,2393,5112,450,2866,1326,1335,2093,1272,262,1705,524,96,1101,678,3777,1541,781,518,210,15450,17000,14000,665,678,3777,1541,781,518,210,16000,17000,15000,515,734,1198,1237,2116,632,407,1774,-,226,893,1356,794,891,186,409,1405,1522,793,138,619,870,2478,3093,897,656,7959,2154,2545,1559,1193,411,97,2.4,1185,1619,1318,128,390,1008,2154,157,1175,1049,2060,1223,797,1062,593,17510,212,242,1650,1157,787,1039,577,26510,4060,798,3069,44,26,4068,798,3061,6,26,9767,2222,7793,429,26,2070,1664,3051,1030,114,19,11,610,1925,5244,28,150,2,94,44,63,49,107,221,32,9560,24.1,2794,1821,300,359,1970,16,32,115,667,795,138,1828,15103,925
266,266,266,49936,24127,25809,935,6058,4081,15390,16193,8214,44.1,44.1,44.1,21696,25811,2429,47518,401,623,92,1302,6745,12244,382,1399,129,5842,12012,2125,2794,206,40795,2078,3240,684,941,93.7,60.3,90.7,56,1394,7682,11522,13227,1994,1829,6230,4856,327,1553,578,36,26421,14323,12098,60.2,68.5,52.6,23642,21511,244,1790,97,26294,3622,7260,7646,1647,6119,3986,3575,5476,2934,908,5738,937,88,2214,2157,11802,4148,1578,1035,611,15000,16000,13000,1516,2151,11797,4148,1578,1035,611,15000,16000,14000,1114,1409,3380,2630,6458,2301,1094,5209,47,575,3828,4363,1686,2777,534,1061,3836,2898,1927,157,2206,3088,7354,7224,2184,1586,21476,6748,6901,4307,2386,867,267,2.3,3246,4837,3395,158,391,2195,6748,506,3326,2006,6732,3988,2096,1822,1506,17540,848,874,5828,3843,2070,1758,1481,21290,444,1371,19211,8,459,444,1371,19196,6,459,1085,3614,44250,68,919,4667,7092,6108,2526,694,297,92,1757,5957,12996,56,679,31,305,188,209,120,196,647,92,10000,24.9,839,8386,2677,1181,4800,31,23,610,2234,2346,206,5836,30728,5823
267,267,267,37181,17465,19716,886,4043,3812,10891,11424,7011,44.7,44.7,44.7,16937,18176,2068,34764,402,496,138,1381,5082,8469,344,867,296,5381,9209,1407,1815,268,31363,1172,2026,822,642,92.8,63.4,90.6,58.8,1066,4580,7386,11777,1662,1141,5526,3105,274,1500,716,45,19878,10408,9470,60,69.1,52.4,18122,16409,269,1399,45,19059,2520,5392,6074,970,4103,2600,2901,4687,1824,572,4517,897,124,1912,1355,8797,3392,1068,969,584,15000,17000,14000,1272,1355,8797,3392,1068,969,584,15000,17000,15000,980,1320,3094,2493,4853,1197,564,3613,8,327,2179,4271,1545,2442,693,1021,1981,2228,1383,52,1512,2121,6218,5390,1761,1120,15864,5164,4622,3495,1672,661,250,2.3,2417,3609,2121,137,407,1390,5164,619,2426,1344,4622,2951,1640,1413,1468,18320,610,644,3795,2862,1612,1394,1446,22500,-,-,15461,13,363,-,-,15488,13,363,-,-,36448,29,704,2610,5483,5133,2023,285,287,43,1396,4799,9058,89,470,52,112,101,226,179,149,561,68,9310,22.2,342,4738,3070,1049,5500,32.4,23,366,1786,1483,110,3821,23044,5433
268,268,268,25222,10924,14298,764,2540,2268,6580,8566,5268,48.1,48.1,48.2,15560,6886,2776,22400,1265,704,47,806,3260,5664,199,444,35,3694,6709,1596,970,111,20982,982,589,1612,452,87.6,73.5,84.3,70.5,1258,3058,3594,5483,1003,1005,7281,1816,286,1438,294,11,13027,5944,7083,57.4,61.9,54.2,12061,10584,713,764,-,13161,1222,3799,4839,425,2876,1190,2247,2681,1433,230,1572,2400,308,2586,676,3262,1500,977,969,2091,17000,23000,12610,645,614,3214,1500,977,969,2091,21250,23000,20000,1825,1779,2056,1008,1609,536,491,2757,-,319,787,2074,863,550,401,835,1681,2098,2357,96,874,998,3820,4218,1193,958,8789,1764,2512,2017,1553,509,434,2.8,1400,2724,1283,136,190,937,1764,355,1035,1044,1720,976,612,792,2610,25140,329,174,1316,915,605,694,2578,38050,4633,-,4043,492,38,4633,-,4036,82,38,10923,-,13395,866,38,2054,1445,1523,1768,1000,961,38,1229,1451,5557,-,234,318,156,37,22,35,9,261,709,24040,25.3,2527,2423,6,919,2100,14.7,38,509,1341,840,25,1213,18655,2070
269,269,269,10779,4938,5841,845,1967,810,3838,2405,1759,39.5,38.8,39.9,6206,4173,400,10412,142,104,13,108,794,2723,68,251,36,930,2969,525,478,38,9107,240,555,107,105,94.1,70.8,91.8,66.8,421,1018,1729,2833,555,605,1651,837,239,619,386,9,5366,2755,2611,60.9,71.2,52.9,5032,4515,130,377,10,5747,813,2100,1612,227,995,440,893,1504,911,129,853,263,39,522,362,2055,1133,479,365,106,18000,20000,15000,276,362,2055,1133,479,365,106,18000,20000,17000,297,545,949,651,1078,359,239,914,-,136,571,832,348,472,223,344,802,874,407,23,212,389,2032,1515,620,264,3811,578,1231,800,867,230,105,2.8,627,1296,541,88,275,344,578,62,315,284,834,808,579,593,398,25190,110,54,719,808,579,593,398,28850,1303,2497,-,-,11,1303,2497,-,-,11,3444,7324,-,-,11,335,1008,1841,554,62,-,11,2323,80,1337,-,71,-,324,36,31,50,295,1540,47,11000,32.2,270,1033,25,9,2870,13.6,37,826,3161,3747,200,1751,65,364
271,271,271,16911,6497,10414,624,2227,1104,5120,5201,3259,45,46.6,44,10310,2291,4310,12841,2382,911,49,728,1406,3617,111,156,54,2628,5459,695,436,122,12498,466,71,2571,813,76.1,87.8,75,86.2,256,801,1231,3773,878,718,7027,1532,243,551,242,5,9198,3215,5983,62.6,60.2,64.1,8945,7487,813,618,27,7966,834,2940,2933,180,1079,432,1601,1726,775,96,478,3550,287,3444,207,841,813,681,884,2048,18550,54000,5000,229,89,817,813,681,884,2048,44560,55000,31250,1576,1743,1311,353,352,87,71,3452,-,278,250,1235,86,162,243,848,764,1556,3478,45,443,731,2360,3070,1191,1150,4384,460,600,908,954,906,556,3.8,561,2030,312,103,224,462,460,232,339,120,241,244,298,426,2716,88100,45,-,116,142,225,357,2530,113930,-,-,4378,7,8,-,-,4371,5,8,-,-,16853,43,15,7,40,97,1137,1407,1695,1,794,2240,890,-,218,242,130,-,10,9,23,80,542,29800,25.1,52,102,47,931,36000,26.8,103,231,714,949,42,961,11964,1560
272,272,272,10015,3847,6168,624,1443,690,3077,2820,1985,43.6,47.5,42.4,6611,1465,1939,8238,917,618,78,164,719,2239,113,74,1,1378,3209,523,270,46,7687,192,26,1334,381,80.7,86.6,78.9,85,235,737,735,2061,493,324,3987,939,101,443,117,7,5223,1800,3423,60.9,57.2,63.1,5091,4389,356,324,22,4924,440,1878,1597,151,858,360,855,1169,457,75,312,1687,176,1652,191,619,428,347,637,1195,20000,50000,6750,150,119,619,428,347,637,1195,40000,50000,31250,799,1116,837,438,204,49,14,1634,-,195,128,529,57,47,68,513,720,1141,1657,36,224,414,1603,1757,564,529,2697,194,696,419,623,471,294,3.5,563,1135,174,18,180,306,194,127,257,102,104,136,270,193,1635,76720,42,35,47,96,211,184,1516,90070,-,-,2671,109,9,-,-,2668,20,9,-,-,9634,364,17,8,20,394,728,855,691,1,646,1344,494,-,108,105,77,11,-,14,-,192,352,25000,23.1,20,35,51,493,24000,30.7,75,121,731,583,22,743,6502,922
280,280,280,38848,17293,21555,802,4173,2221,11513,12030,8911,47.6,46.9,48.1,26266,10190,2392,36569,693,883,-,703,3934,10123,433,582,94,4428,11331,2424,1165,161,34506,405,1029,843,394,93.3,72.8,90.6,69.7,1259,5203,4986,11007,2036,1971,8213,2159,280,1859,685,62,20489,9967,10522,59.1,65.7,53.9,19199,17697,272,1230,-,19649,1623,4707,8597,916,3806,3967,3923,4045,2306,424,2413,1951,170,2470,994,5820,3426,2825,2451,1213,20000,25000,16000,860,977,5820,3426,2825,2451,1213,21000,25000,20000,1869,2411,4030,2898,3284,807,719,3167,14,478,1346,2477,1303,1167,755,1514,3344,4502,2271,42,1227,1396,6902,6856,2056,762,15080,2780,5202,4090,2280,601,127,2.5,3297,5110,1841,137,307,1160,2780,448,1632,1728,2443,1851,1699,2495,3232,29040,370,480,1731,1701,1613,2453,3190,39170,4027,2725,8295,80,2,4027,2725,8279,47,2,8929,6838,22629,450,2,2147,1523,7820,3167,407,14,2,2332,5872,5738,-,539,599,182,114,176,252,155,1309,144,12500,20.5,3364,1540,79,1354,1650,12.5,41,413,1581,1005,236,2632,30156,1274
281,281,281,190329,87587,102742,852,16920,16014,47603,67398,42394,50.2,49.6,50.6,117840,65201,7288,183555,1728,2722,119,2205,26459,45627,2363,4121,252,27471,47389,12915,6346,466,173573,2208,6299,2241,1409,93.1,63.8,90.4,60.6,11185,30555,32911,51141,9830,9019,28768,13168,1721,7340,2785,338,99726,50918,48808,57.5,64.6,51.6,91767,84756,1272,5570,169,98562,9861,24169,39262,4350,20920,9821,15518,28984,11241,3000,17154,4978,1071,10180,6834,39834,18527,7354,5775,3094,16000,18000,15000,6092,6765,39834,18527,7354,5775,3094,16700,18000,15000,5393,7652,16420,14564,21523,6688,4709,14706,112,2918,9015,14210,7825,7592,3878,4961,15593,17440,7848,487,6847,7897,29513,32295,9502,5713,68303,13851,18468,17403,11940,4796,1845,2.7,9116,21367,8783,920,3094,10282,13851,890,7646,7454,13639,11352,8934,10464,8814,24040,1913,2326,11166,10844,8730,10405,8715,30390,31446,24148,12706,213,71,31394,24107,12704,27,71,86174,67233,34748,1953,221,7515,11196,31247,14511,3274,558,2,6656,24692,35286,51,946,672,778,972,743,808,651,2067,637,9100,20.7,9100,23606,1186,2117,3170,14.3,40,1157,5165,3222,375,7006,163807,5183
282,282,282,53722,24393,29329,832,4004,4094,13348,19182,13094,52.2,51.8,52.7,35856,15205,2661,51313,454,1059,-,896,7841,13170,512,881,77,7807,14022,3863,1440,105,49501,547,1145,603,679,93.1,64.4,90,61.6,3112,9140,8629,14981,2659,2430,8767,2294,531,2646,623,60,27602,14212,13390,55.5,63.2,49.2,25510,23604,271,1594,41,28212,2912,6062,12499,1324,5415,2071,4125,8654,3776,688,4301,1670,225,2997,1756,10512,5762,2078,1625,739,16600,19500,15000,1508,1756,10512,5762,2078,1625,739,17500,19500,15500,1178,2194,4889,4400,5351,1640,1362,4468,28,812,2252,4181,2510,1918,985,1230,4271,4651,2464,236,1820,2042,8410,9361,2534,1343,19138,3367,5484,4776,3684,1212,615,2.8,2854,5852,2473,304,886,3182,3367,220,2826,1701,3412,3094,2649,3092,2364,25040,644,470,2482,3004,2634,3059,2344,32040,9358,7379,2434,37,-,9332,7338,2448,20,-,26830,20108,6576,208,-,1037,2703,9185,4223,1806,163,21,1649,7275,9838,21,324,31,155,174,258,218,207,545,92,8500,21.3,1877,7521,56,436,2430,12.4,39,165,1587,818,248,1671,46705,1348
283,283,283,61646,29177,32469,899,5088,5183,14987,21172,15216,51.4,51.1,51.6,35824,23327,2495,59513,455,953,26,699,9607,13845,934,1835,147,8531,14638,4841,2023,157,56253,848,2364,563,447,93.4,58.4,90.4,55.7,4037,11607,11842,16552,2727,2491,7302,3879,516,2661,801,129,30778,16150,14628,54.4,61.2,48.5,27801,25478,302,1968,53,33845,3344,7597,14476,1641,6787,2423,4248,9651,3358,650,5635,1694,142,3479,2238,12578,6109,1725,1147,472,15000,17200,14000,2103,2219,12578,6109,1725,1147,472,16000,17200,15000,971,1657,4740,4216,7227,2118,1270,5497,105,655,2929,3871,2433,2841,1026,1194,5114,4689,2840,209,2100,2223,8570,10064,2978,1866,23322,5432,6486,5582,3805,1469,548,2.6,2585,6155,3575,327,1013,3765,5432,470,3320,3133,5358,4260,2594,2806,1851,19540,1061,835,4059,4204,2594,2780,1843,25440,13125,9185,1009,28,4,13125,9182,1009,2,4,33862,24288,3201,291,4,3782,4742,10602,3375,721,96,4,1852,7578,13608,-,167,117,286,803,210,193,108,134,118,3740,11.7,4430,8974,149,172,2250,13.1,36,420,2027,999,70,2737,52131,2130
284,284,284,18789,8174,10615,770,2420,1689,5427,5741,3512,44.7,45.5,44.3,10947,6657,1185,17559,311,426,15,478,1813,4424,159,533,22,2977,4920,857,611,53,15576,427,1266,479,299,91.5,70.7,89.9,67.9,841,2160,3002,5034,907,942,3483,1557,122,1141,352,38,9477,4627,4850,57.9,66.6,51.5,8914,7937,217,743,17,9875,1192,3232,2829,645,1977,1445,1554,2580,788,212,1477,774,84,1245,651,2828,1792,892,595,894,17000,20630,15000,595,620,2828,1792,892,595,894,20000,20630,16250,1080,1008,1693,948,1771,377,315,1710,12,174,825,1455,436,743,331,692,1597,1696,950,15,575,861,2952,3090,969,467,7013,1692,2165,1436,954,549,217,2.6,1187,1932,1014,103,319,612,1692,154,653,499,1682,1430,634,807,1308,23510,113,154,1237,1358,625,799,1297,28920,-,751,5914,288,85,-,751,5895,282,85,-,1677,16118,734,260,686,1503,2938,1281,291,304,10,1668,2213,2728,-,261,143,358,161,54,199,240,468,188,10000,22.1,169,1177,689,836,6200,30.8,39,473,1813,1208,99,2157,10876,1432
